review_id,theme_1,theme_2_optional,is_churn_risk
be7a701c-0ac8-4448-9a6f-b4039381cbba,over_priced,,N
dd5e2296-343e-4b96-98ad-68c2fdddf6b3,service_quality,,N
0a38ddb3-6f1f-40d4-9404-820c9d049316,service_quality,,N
55e29f33-b7a2-4d65-a191-f3f86d1d64f4,service_quality,,N
fd442583-84bf-4cb3-9ca5-aab7f08d6e06,generic_praise,,N
8eb5d309-3a42-4415-8b81-e800d8f60e50,generic_praise,,N
a273de48-9f87-44ea-8e62-238d3bd7c35a,generic_praise,,N
4c9681a8-e14c-459b-a5a0-4ad5a9bcfdc4,service_quality,,N
3ad98f59-d046-4c66-80be-5425359ad267,generic_praise,,N
158a886c-a00c-4e28-b581-feb51b2f0255,customer_support,,N
0f461f03-7a57-43da-a3e0-6532ae1f9ef1,customer_support,service_quality,Y
68f59670-c925-4b4b-a71f-6f4f9c42b621,punctuality_noshow,,N
a267e5bc-0f98-40ff-8ff3-b9854b6b1e7d,service_quality,,N
d6b70fcc-2e1c-4e6c-9060-6865c089a0a1,generic_praise,,N
